YEAR_MONTH,VFRate,log1p_FIRE_Acres_Burned,PRECIP,WIND_EventCount,WIND_AvgMPH,WIND_RunMiles,AQI_PM25,AQI_PM10,EARTHQUAKE_Total,YJ_PESTICIDE_Total,log1p_RODENTICIDE_Total,Avg_Monthly_DSCI
2010-09-01,12.2291091415809,3.85248529271195,0.0,0.0,3.893333333,93.31666667,59.0,52.5,0,-0.3739311986157296,8.459701039539004,0.27
2010-10-01,13.838202449683653,2.915064370486536,0.65,0.0,3.764516129,90.5516129,64.0,22.0,0,-1.1625288658829942,6.967380436794899,0.0675
2010-11-01,9.76183273582335,1.6789639750827108,2.01,0.0,3.286666667,78.96666667,82.5,24.5,0,-1.256848604767861,8.421260824093396,0.0
2010-12-01,7.830920766100051,0.0,5.74,0.0,3.606451613,86.69354839,80.0,24.0,0,-0.9783627292260697,6.510045073735786,17.84
2011-01-01,6.168860866661136,0.0,1.8,0.0,2.903225806,69.55483871,84.0,21.0,1,-0.8189828399283332,7.70533026536129,0.0
2011-02-01,5.105264165512664,0.7466879474879752,1.48,0.0,3.814285714,91.525,63.0,26.0,0,0.1096036099906244,6.292108438554915,0.0
2011-03-01,6.487939877005677,2.4553061800117097,3.49,0.0,4.9,117.6774194,53.0,11.0,0,1.9177710454143957,9.648064671824983,0.0
2011-04-01,5.424343175857206,3.312730400339825,0.23,0.0,5.303333333,127.32,53.0,13.0,1,1.455947715575916,7.271761662122454,0.0
2011-05-01,2.6589917528711795,6.361526977414198,0.49,1.0,5.835483871,139.9258065,57.0,16.5,0,0.8648823668882895,7.145834101800071,0.0
2011-06-01,4.7861851551681225,6.130704614199486,1.93,0.0,5.45,130.55,60.0,24.5,0,1.1813134501158074,7.449983925698863,0.0
2011-07-01,4.998904495397817,5.659203431258233,0.0,0.0,5.335483871,128.0,64.0,29.0,0,1.2525502340049572,7.592540041787333,0.0
2011-08-01,6.062501196546289,4.882195678251343,0.0,0.0,4.34516129,104.3225806,62.0,33.0,1,0.3587128665597324,7.276772838492585,0.0
2011-09-01,9.253291299991703,6.000275615386532,0.02,0.0,3.953333333,94.94,64.5,55.0,0,-0.11054346645843875,6.846223539608949,0.0
2011-10-01,9.359650970106552,4.065945087700403,0.97,0.0,3.329032258,79.86451613,76.0,42.0,1,-0.3232087190674676,6.831070759610341,0.0
2011-11-01,7.657896248268996,3.0378334495726262,0.8200000000000001,0.0,3.386666667,81.37,76.5,28.0,0,-1.7840227849533772,6.952573087593422,0.0
2011-12-01,9.04057195976201,4.1751562049585145,0.02,1.0,2.835483871,68.10967742,140.0,56.5,0,-1.6781178259116454,7.109846864501728,22.32
2012-01-01,9.297401693183632,3.503152104185149,1.47,0.0,3.280645161,78.9483871,120.0,26.0,0,-1.8085214962022031,6.876483886094035,254.124
2012-02-01,7.712617313663694,3.1908877883280318,0.62,1.0,4.079310345,98.20689655,67.0,24.0,0,0.1456552662321026,7.790190858104164,283.17
2012-03-01,5.81087605823977,4.6063694665635735,2.56,1.0,4.95483871,118.7193548,52.0,18.0,0,1.5840372649623327,6.895179737276355,520.3425
2012-04-01,4.54304855462382,2.714694743820879,3.13,1.0,5.076666667,121.8333333,51.5,11.0,0,1.2558761629016961,7.578930995017836,483.7425
2012-05-01,4.860005430527807,5.170029346246506,0.0,2.0,6.025806452,144.4225806,56.0,28.0,0,1.0165231367744219,7.735953322187122,321.23
2012-06-01,2.5356550072319,6.4007556600496756,0.0,3.0,6.72,161.1533333,50.5,31.0,0,0.7053609611669196,7.9321691708955235,321.3
2012-07-01,2.641307299199896,5.444882203629872,0.0,0.0,4.9,117.5870968,57.0,30.0,0,0.9889008838146949,8.069680369150326,348.504
2012-08-01,3.486525634943862,5.5268463901385845,0.06,0.0,4.448387097,106.8806452,57.0,42.0,0,0.41384766977619736,7.659293860163546,322.71000000000004
2012-09-01,2.5356550072319,3.462606009790799,0.0,0.0,3.536666667,84.97333333,63.0,55.5,0,-0.24336448334793687,7.553640711749035,321.3
2012-10-01,2.218698131327912,2.4069451083182885,2.96,0.0,3.641935484,87.47741935,66.0,49.0,1,-0.5028017713296723,7.7616820197136995,312.264
2012-11-01,2.8526118831358867,4.6839813664123815,0.99,0.0,3.376666667,81.09333333,80.0,30.5,0,-0.4204982289258795,6.617927172111523,316.1325
2012-12-01,2.324350423295908,1.0986122886681098,1.74,0.0,4.319354839,103.8354839,67.0,18.5,0,-0.80170006655965,6.787171249201714,300.4525
2013-01-01,2.5166993488040434,0.3001045924503381,0.54,0.0,3.183870968,76.41612903,107.0,42.0,0,-0.9778767729937755,6.474825136170577,300.54
2013-02-01,3.04101171313822,1.410986973710262,0.5800000000000001,0.0,3.417857143,82.05714286,77.0,31.0,1,-0.8447031420926951,7.592627869350926,354.8125
2013-03-01,2.5166993488040434,2.188295946591918,0.71,0.0,4.306451613,103.3129032,60.0,25.0,0,1.6434484608495126,7.16348148327405,484.4925
2013-04-01,3.9847739689397352,5.5033784103114805,0.12,1.0,5.423333333,130.03,54.0,27.0,0,1.276525802646098,7.700009377152413,506.20200000000006
2013-05-01,4.613948806140747,4.4467604492404496,0.07,0.0,6.464516129,155.2387097,56.0,27.0,1,0.6770267630178165,8.628972909836055,600.0
2013-06-01,3.04101171313822,5.886825992995412,0.0,0.0,4.59,110.19,55.0,29.0,0,0.8650753339500232,9.113967072260092,600.0
2013-07-01,2.8312867674045488,5.628448109764594,0.0,0.0,4.767741935,114.4193548,63.0,34.0,0,0.6552197246805456,8.110219586098054,600.0
2013-08-01,1.5729370930025273,5.156869002963662,0.06,0.0,4.887096774,117.1870968,56.0,35.0,0,0.4278199754475092,8.218658575906895,623.25
2013-09-01,1.6777995658693623,3.068052935133617,0.0,0.0,4.916666667,118.05,55.0,48.5,0,-0.3176757521316506,7.646917634129812,631.0
2013-10-01,1.8875245116030328,2.163323025660538,0.06,0.0,3.390322581,81.18064516,64.0,52.0,0,-1.7866096029102059,7.733676259015369,631.0
2013-11-01,2.6215618216708787,2.1724764076470255,0.37,0.0,2.82,67.50666667,85.0,56.0,0,-0.8376061417896685,7.264005772854683,813.2
2013-12-01,2.202111930203538,1.8562979903656263,0.23,0.0,2.590322581,62.06774194,131.0,56.0,0,-1.1641181795456286,7.371437029697516,995.4
2014-01-01,1.1418807606586785,4.889521718343416,0.01,0.0,2.527777778,60.83888889,139.0,66.0,0,-1.6240047859514464,7.378021748682293,1050.775
2014-02-01,1.24568810253674,1.33500106673234,1.23,1.0,5.7,136.72,61.5,23.5,0,0.9359289916327899,7.298084549372247,1284.9125
2014-03-01,1.24568810253674,2.468099531471619,0.7000000000000001,0.0,4.390322581,105.383871,52.0,21.0,0,1.0653404219368467,7.310722336224362,1497.6
2014-04-01,0.8304587350244933,1.927164106234258,0.81,1.0,4.98,119.32,54.0,23.0,0,1.119283881497412,7.40003042158967,1497.6
2014-05-01,1.24568810253674,3.487375077903208,0.21,0.0,5.735483871,137.883871,50.0,28.0,0,0.7813991755723132,7.745472260403276,1497.6
2014-06-01,1.3494954444148015,4.484131857611035,0.0,0.0,5.26,126.4,52.5,29.5,0,0.7457414805898478,8.791038206820991,1498.125
2014-07-01,2.0761468375612333,3.3357695763397,0.02,0.0,4.858064516,116.6870968,56.0,35.0,0,0.5543049053526478,7.700641318255168,1498.65
2014-08-01,1.3494954444148015,4.611649152085801,0.0,0.0,4.535483871,108.7032258,58.0,43.0,1,0.13102719875651767,7.682747710887976,1498.65
2014-09-01,1.7647248119270482,2.5756610130564646,0.07,0.0,4.07,97.68,61.5,51.0,0,-0.18374908024240078,7.281456961785559,1498.65
2014-10-01,1.7647248119270482,2.6775909936175015,0.42,0.0,3.432258065,82.50322581,60.0,50.0,0,-0.4105464952315214,7.725303900710219,1498.65
2014-11-01,1.1418807606586785,0.18232155679395465,0.92,0.0,2.813333333,67.69333333,79.5,34.0,0,-0.2534990544627379,6.489901800917297,1498.65
2014-12-01,0.9342660769025548,1.1314021114911006,2.93,0.0,3.335483871,80.20967742,66.0,19.0,0,-0.8663075009958955,6.055273505304219,1498.65
2015-01-01,1.5417727920271844,1.0986122886681098,0.31,0.0,2.641935484,63.36774194,99.0,35.0,0,-0.6648258539983731,6.552259639390598,1499.6625
2015-02-01,0.6167091168108738,0.10436001532424277,1.34,0.0,3.389285714,81.25714286,76.5,29.0,1,0.386384501680106,8.839106458705421,1500.0
2015-03-01,1.5417727920271844,2.0162354657760435,0.11,0.0,3.8,91.30967742,53.0,23.0,0,1.143371594313284,7.76046702921342,1500.0
2015-04-01,2.67240617284712,2.8853592160726205,1.2799999999999998,0.0,4.943333333,118.6333333,52.0,24.0,0,1.4033236081183194,7.299348211849141,1500.0
2015-05-01,1.33620308642356,5.0064933949289205,0.83,0.0,5.341935484,128.1064516,52.0,22.0,0,0.9526768181120238,7.4781006697313,1500.0
2015-06-01,1.33620308642356,5.435380016936376,0.0,0.0,4.91,117.8933333,57.0,31.0,0,0.8546571918840445,7.924037362314404,1500.0
2015-07-01,2.2612667616398707,6.0466390498526374,0.19,0.0,5.441935484,130.783871,57.0,29.0,0,0.6298554470873702,8.160672778394131,1500.0
2015-08-01,2.569621320045308,3.369362658142137,0.0,0.0,4.9,117.6645161,63.0,44.0,0,0.10966901996066643,7.261696820578125,1500.0
2015-09-01,2.775191025648932,5.355453557918846,0.06,0.0,4.046666667,97.21666667,62.0,52.0,0,-0.04483302200163683,7.633092118431756,1500.0
2015-10-01,5.34481234569424,2.8898160479624417,0.41,0.0,3.503225806,84.05806452,63.0,38.0,0,-0.5340460954734861,7.4234849780893954,1500.0
2015-11-01,2.569621320045308,3.4487168976301317,2.13,0.0,3.116666667,74.73666667,75.0,26.5,0,-0.38033428966054816,7.17642959314565,1500.0
2015-12-01,2.055697056036246,0.48858001481867097,3.3000000000000003,0.0,3.325806452,79.94516129,83.0,26.0,0,-1.0007256197386638,6.441138707175722,1500.0
